# ----------- instrument configuration summary -----------
# operator: Jonathan Becker <jonathan.becker@wsi.tum.de>
# date: 21-Jun-2016 10:46:30
# 
# ------------ Device: LED -------------
# driver: yokogawa_7651.mdd, Interface: VISA-GENERIC-visa://e24ln101pxi/GPIB0::11::INSTR
# Model: MDL7651REV1.05
# 1 : sweep1
# 	Type = dcpower-sweep
# 	time_interval = 1.000000e-01
# 	time_sweep = 0
# limit_A = 1.200000e-01
# limit_V = 2
# mode = CC
# output_enabled = 0
# overload = 0
# range = 1.200000e-03
# value = 0
# 
# ------------ Device: Lockin_U -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-3
# Model: 7260
# bandwidth = 1.197500e+00
# current_noise = 8.400000e-05
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 1
# osc_freq = 111
# range = 20mV
# range_numeric = 2.000000e-02
# ref_freq_meter = 110993
# ref_harmonic = 1
# ref_input = rear (external)
# ref_mode = Single Reference / Virtual Reference
# ref_phase = 0
# sig_acgain = 1
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = bipolar
# sig_float = 0
# sig_imode = off
# sig_linefilter = off
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 1.000000e-01
# 
# ------------ Device: Lockin_Uh -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-2
# Model: 7260
# bandwidth = 1.197500e+00
# current_noise = 0
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 1
# osc_freq = 111
# range = 10mV
# range_numeric = 1.000000e-02
# ref_freq_meter = 111000
# ref_harmonic = 1
# ref_input = internal
# ref_mode = Single Reference / Virtual Reference
# ref_phase = 0
# sig_acgain = 0
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = fet
# sig_float = 0
# sig_imode = off
# sig_linefilter = off
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 1.000000e-01
# 
# ------------ Device: Magnet -------------
# driver: lakeshore_625.mdd, Interface: VISA-GPIB0-22
# Model: LSCI,MODEL625,6251105,1.0/1.0
# current_B = 1.400000e-04
# current_I = 1.500000e-03
# current_V = 3.000000e-04
# current_remoteV = 4.000000e-04
# is_ramping = 0
# limit_current = 60
# limit_rate = 2.208000e-01
# limit_voltage = 1
# quench_parameter = 1,+2.0000
# rate = 2.208000e-01
# remote = Remote
# setB = 0
# setI = 0
# setV = 1
#
#
#--------------------------------------------------
# Time	I_{led}	U	Uh	B	
# s	A	V	V	T	
# 	LED	Lockin_U	Lockin_Uh	Magnet	
#--------------------------------------------------
0.665432326099454	1e-05	0.000174	3.3e-06	0.00014
1.27326362511806	1e-05	0.0001602	3.3e-06	0.00014
1.91405447994087	1e-05	0.0001524	3.2e-06	0.00014
2.51303580411038	1e-05	0.0001452	3e-06	0.00014
3.10209054069314	1e-05	0.0001414	3.1e-06	0.00014
3.69653924824457	1e-05	0.0001364	3.3e-06	0.00014
4.31495766691989	1e-05	0.0001312	3.3e-06	0.00014
4.92975518929906	1e-05	0.0001252	2.9e-06	0.00014
5.54267601784174	1e-05	0.0001194	3.1e-06	0.00014
6.16995916827496	1e-05	0.0001164	2.8e-06	0.00014
6.77784436209091	1e-05	0.0001098	2.7e-06	0.00014
7.4075944827126	1e-05	0.0001066	3.2e-06	0.00014
8.0102820366074	1e-05	0.0001032	3.3e-06	0.00014
8.6155350470168	1e-05	0.0001008	3e-06	0.00014
9.235579292079	1e-05	9.82e-05	2.6e-06	0.00014
9.84313758828481	1e-05	9.4e-05	2.8e-06	0.00014
10.4953833331622	1e-05	9.1e-05	2.5e-06	0.00014
11.1009382185973	1e-05	8.84e-05	2.7e-06	0.00014
11.7087640639757	1e-05	8.64e-05	2.5e-06	0.00014
12.3263894592042	1e-05	8.46e-05	2.2e-06	0.00014
12.9265846995237	1e-05	8.08e-05	2.7e-06	0.00014
13.5319551235987	1e-05	7.9e-05	2.3e-06	0.00014
14.1361680927401	1e-05	7.6e-05	2.1e-06	0.00014
14.7530816275202	1e-05	7.42e-05	1.9e-06	0.00014
15.3797712935778	1e-05	7.22e-05	2.2e-06	0.00014
15.9935643837515	1e-05	6.94e-05	2.4e-06	0.00014
16.6130385630107	1e-05	6.7e-05	2.3e-06	0.00014
17.2148750282306	1e-05	6.4e-05	2.1e-06	0.00014
17.8194245190531	1e-05	6.46e-05	1.8e-06	0.00014
18.4209427483267	1e-05	6.01e-05	1.9e-06	0.00014
19.0318017800682	1e-05	5.78e-05	1.8e-06	0.00014
19.6201404857718	1e-05	5.81e-05	1.6e-06	0.00014
20.3501631600829	1e-05	5.69e-05	1.8e-06	0.00014
20.967978791114	1e-05	5.485e-05	2.2e-06	0.00014
21.6014912818749	1e-05	5.558e-05	1.5e-06	0.00014
22.2252215461134	1e-05	5.37e-05	2.2e-06	0.00014
22.8255168767708	1e-05	5.418e-05	1.3e-06	0.00014
23.4323196834066	1e-05	5.408e-05	2e-06	0.00014
24.0281622772348	1e-05	5.338e-05	1.6e-06	0.00014
24.8083712735597	1e-05	5.38e-05	1.6e-06	0.00014
25.4111563513735	1e-05	5.434e-05	1.9e-06	0.00014
26.0277763519895	1e-05	6.053e-05	1.8e-06	0.00014
