# ----------- instrument configuration summary -----------
# operator: Jonathan Becker <jonathan.becker@wsi.tum.de>
# date: 21-Jun-2016 10:53:05
# 
# ------------ Device: Lockin_U -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-3
# Model: 7260
# bandwidth = 1.197500e+00
# current_noise = 5.580000e-05
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 1
# osc_freq = 111
# range = 1mV
# range_numeric = 1.000000e-03
# ref_freq_meter = 111000
# ref_harmonic = 1
# ref_input = rear (external)
# ref_mode = Single Reference / Virtual Reference
# ref_phase = 0
# sig_acgain = 1
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = bipolar
# sig_float = 0
# sig_imode = off
# sig_linefilter = off
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 1.000000e-01
# 
# ------------ Device: Lockin_Uh -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-2
# Model: 7260
# bandwidth = 1.197500e+00
# current_noise = 0
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 1
# osc_freq = 111
# range = 10mV
# range_numeric = 1.000000e-02
# ref_freq_meter = 111000
# ref_harmonic = 1
# ref_input = internal
# ref_mode = Single Reference / Virtual Reference
# ref_phase = 0
# sig_acgain = 0
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = fet
# sig_float = 0
# sig_imode = off
# sig_linefilter = off
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 1.000000e-01
# 
# ------------ Device: Magnet -------------
# driver: lakeshore_625.mdd, Interface: VISA-GPIB0-22
# Model: LSCI,MODEL625,6251105,1.0/1.0
# current_B = 1.200000e-04
# current_I = 1.400000e-03
# current_V = 3.000000e-04
# current_remoteV = 2.000000e-04
# is_ramping = 0
# limit_current = 60
# limit_rate = 2.208000e-01
# limit_voltage = 1
# quench_parameter = 1,+2.0000
# rate = 2.208000e-01
# remote = Remote
# setB = 0
# setI = 0
# setV = 1
#
#
#--------------------------------------------------
# B	U	Uh	
# T	V	V	
# Magnet	Lockin_U	Lockin_Uh	
#--------------------------------------------------
0	9.744e-06	-1e-07
0.02	8.787e-06	2.5e-06
0.04	1.0427e-05	5e-06
0.06	1.1565e-05	7.3e-06
0.08	1.0726e-05	9.6e-06
0.1	1.1727e-05	1.26e-05
0.12	1.3846e-05	1.55e-05
0.14	9.794e-06	1.83e-05
0.16	1.3369e-05	2.04e-05
0.18	1.0607e-05	2.33e-05
0.2	1.2964e-05	2.6e-05
0.22	1.3514e-05	2.9e-05
0.24	8.89e-06	3.1e-05
0.26	1.455e-05	3.4e-05
0.28	1.0953e-05	3.73e-05
0.3	1.3424e-05	3.97e-05
0.32	1.1807e-05	4.24e-05
0.34	7.625e-06	4.45e-05
0.36	1.333e-05	4.72e-05
0.38	9.786e-06	4.99e-05
0.4	8.62e-06	5.24e-05
0.42	9.436e-06	5.5e-05
0.44	1.4171e-05	5.79e-05
0.46	9.993e-06	6.06e-05
0.48	1.1124e-05	6.3e-05
0.5	1.1724e-05	6.57e-05
0.52	1.0283e-05	6.86e-05
0.54	1.3433e-05	7.13e-05
0.56	1.077e-05	7.3e-05
0.58	1.4952e-05	7.62e-05
0.6	1.0531e-05	7.89e-05
0.62	1.527e-05	8.17e-05
0.64	1.0776e-05	8.45e-05
0.66	1.3402e-05	8.71e-05
0.68	1.3379e-05	8.93e-05
0.7	1.7626e-05	9.2e-05
0.72	1.2892e-05	9.46e-05
0.74	9.219e-06	9.71e-05
0.76	1.8172e-05	9.98e-05
0.78	1.3402e-05	0.0001026
0.8	1.1407e-05	0.0001052
0.82	2.185e-05	0.0001084
0.84	1.6255e-05	0.0001106
0.86	9.65e-06	0.0001132
0.88	1.6165e-05	0.0001161
0.9	2.175e-05	0.000119
0.92	2.171e-05	0.0001216
0.94	1.167e-05	0.0001247
0.96	7.99e-06	0.0001255
0.98	2.086e-05	0.0001284
1	2.681e-05	0.0001322
1.02	2.68e-05	0.0001344
1.04	1.741e-05	0.000138
1.06	1.2105e-05	0.0001391
1.08	1.6405e-05	0.0001414
1.1	2.689e-05	0.0001442
1.12	3.097e-05	0.0001476
1.14	3.012e-05	0.0001514
1.16	2.4085e-05	0.0001537
1.18	1.5665e-05	0.0001567
1.2	9.44e-06	0.0001581
1.22	1.686e-05	0.0001596
1.24	3.094e-05	0.0001628
1.26	3.469e-05	0.0001661
1.28	3.844e-05	0.0001689
1.3	3.2895e-05	0.0001723
1.32	2.866e-05	0.0001754
1.34	1.9245e-05	0.0001786
1.36	1.0775e-05	0.0001798
1.38	8.95e-06	0.0001816
1.4	1.4655e-05	0.0001834
1.42	3.003e-05	0.0001866
1.44	3.832e-05	0.0001892
1.46	4.4005e-05	0.0001921
1.48	4.2175e-05	0.0001951
1.5	4.138e-05	0.0001992
1.52	3.857e-05	0.0002018
1.54	3.3085e-05	0.0002051
1.56	2.3435e-05	0.0002077
1.58	1.5765e-05	0.0002098
1.6	8.335e-06	0.0002118
1.62	6.77e-06	0.0002131
1.64	2.036e-05	0.0002141
1.66	2.8035e-05	0.0002173
1.68	4.082e-05	0.0002196
1.7	4.369e-05	0.0002236
1.72	4.976e-05	0.0002261
1.74	5.2815e-05	0.0002294
1.76	5.429e-05	0.0002333
1.78	5.4505e-05	0.0002352
1.8	5.323e-05	0.0002388
1.82	4.543e-05	0.0002424
1.84	3.748e-05	0.0002458
1.86	3.013e-05	0.0002481
1.88	2.1765e-05	0.0002507
1.9	1.345e-05	0.0002528
1.92	5.705e-06	0.0002548
1.94	1.985e-06	0.0002559
1.96	1.0395e-05	0.000256
1.98	1.678e-05	0.000258
2	2.984e-05	0.0002605
2.02	4.0955e-05	0.0002635
2.04	5.1035e-05	0.0002667
2.06	5.452e-05	0.0002698
2.08	6.3315e-05	0.0002732
2.1	6.6255e-05	0.0002767
2.12	6.7785e-05	0.0002792
2.14	6.871e-05	0.0002827
2.16	6.8835e-05	0.0002855
2.18	7.0465e-05	0.0002882
2.2	6.983e-05	0.000292
2.22	6.682e-05	0.0002957
2.24	6.236e-05	0.0002987
2.26	6.1285e-05	0.0003019
2.28	5.213e-05	0.0003058
2.3	4.567e-05	0.0003087
2.32	3.6565e-05	0.0003115
2.34	2.849e-05	0.0003134
2.36	2.2535e-05	0.0003154
2.38	1.4295e-05	0.0003173
2.4	6.03e-06	0.0003188
2.42	2.355e-06	0.0003201
2.44	3.045e-06	0.0003202
2.46	6.48e-06	0.0003204
2.48	1.8315e-05	0.0003215
2.5	2.7935e-05	0.0003238
2.52	3.9025e-05	0.0003259
2.54	4.872e-05	0.0003293
2.56	5.709e-05	0.0003325
2.58	6.4505e-05	0.0003359
2.6	6.983e-05	0.0003388
2.62	7.411e-05	0.0003426
2.64	7.803e-05	0.0003457
2.66	7.8505e-05	0.0003481
2.68	8.073e-05	0.000352
2.7	7.9645e-05	0.0003553
2.72	8.2195e-05	0.0003581
2.74	8.2585e-05	0.0003609
2.76	8.28e-05	0.0003633
2.78	8.271e-05	0.0003667
2.8	8.401e-05	0.0003696
2.82	8.627e-05	0.0003716
2.84	8.8125e-05	0.0003754
2.86	8.871e-05	0.0003783
2.88	8.9635e-05	0.0003825
2.9	8.981e-05	0.0003858
2.92	8.7555e-05	0.0003894
2.94	8.6885e-05	0.0003926
2.96	8.4085e-05	0.0003966
2.98	8.03e-05	0.0004003
3	7.5345e-05	0.0004032
3.02	6.88e-05	0.0004078
3.04	6.325e-05	0.0004102
3.06	5.602e-05	0.0004132
3.08	4.7715e-05	0.000417
3.1	3.9195e-05	0.0004183
3.12	3.031e-05	0.000421
3.14	2.522e-05	0.0004224
3.16	1.661e-05	0.0004245
3.18	9.965e-06	0.0004253
3.2	2.83e-06	0.0004263
3.22	6.3e-07	0.0004268
3.24	-8.9e-07	0.0004267
3.26	-9.8e-07	0.000427
3.28	9.3e-07	0.0004266
3.3	9.06e-06	0.0004271
3.32	1.781e-05	0.0004273
3.34	2.686e-05	0.0004283
3.36	4.183e-05	0.0004314
3.38	5.491e-05	0.0004338
3.4	6.307e-05	0.000437
3.42	7.3e-05	0.0004405
3.44	7.965e-05	0.0004438
3.46	8.621e-05	0.0004469
3.48	9.099e-05	0.0004499
3.5	9.572e-05	0.000453
3.52	9.903e-05	0.0004567
3.54	0.00010167	0.0004602
3.56	0.00010362	0.0004639
3.58	0.00010551	0.0004666
3.6	0.00010623	0.0004701
3.62	0.00010712	0.0004734
3.64	0.00010732	0.000477
3.66	0.00010622	0.000479
3.68	0.00010587	0.0004834
3.7	0.00010516	0.000486
3.72	0.00010318	0.0004888
3.74	0.00010127	0.0004918
3.76	9.816e-05	0.0004951
3.78	9.617e-05	0.000498
3.8	9.227e-05	0.0005007
3.82	8.878e-05	0.0005029
3.84	8.716e-05	0.0005052
3.86	8.269e-05	0.0005078
3.88	8.106e-05	0.0005099
3.9	8.196e-05	0.0005119
3.92	8.173e-05	0.0005137
3.94	8.317e-05	0.0005157
3.96	8.615e-05	0.0005182
3.98	8.968e-05	0.0005205
4	9.364e-05	0.0005224
4.02	9.89e-05	0.0005262
4.04	0.00010385	0.0005294
4.06	0.00010722	0.0005331
4.08	0.00011184	0.0005364
4.1	0.0001155	0.0005397
4.12	0.00011806	0.0005431
4.14	0.00011904	0.0005469
4.16	0.00012247	0.0005507
4.18	0.00012383	0.0005546
4.2	0.00012515	0.0005581
4.22	0.00012632	0.0005614
4.24	0.00012625	0.0005653
4.26	0.00012692	0.0005688
4.28	0.00012686	0.0005723
4.3	0.00012619	0.0005768
4.32	0.00012436	0.0005804
4.34	0.00012464	0.0005846
4.36	0.00012175	0.0005877
4.38	0.00012157	0.0005916
4.4	0.00011828	0.0005948
4.42	0.00011558	0.0005986
4.44	0.00011431	0.0006029
