# ----------- instrument configuration summary -----------
# operator: Jonathan Becker <jonathan.becker@wsi.tum.de>
# date: 21-Jun-2016 13:11:07
# 
# ------------ Device: Lockin_U -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-3
# Model: 7260
# bandwidth = 2.395000e-01
# current_noise = 5.110000e-04
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 1
# osc_freq = 15111
# range = 10mV
# range_numeric = 1.000000e-02
# ref_freq_meter = 150988
# ref_harmonic = 1
# ref_input = rear (external)
# ref_mode = Single Reference / Virtual Reference
# ref_phase = 0
# sig_acgain = 1
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = bipolar
# sig_float = 0
# sig_imode = off
# sig_linefilter = off
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 5.000000e-01
# 
# ------------ Device: Lockin_Uh -------------
# driver: egg_7265.mdd, Interface: VISA-GPIB0-2
# Model: 7260
# bandwidth = 2.395000e-01
# current_noise = 0
# filt_slope = 24db/octace
# filt_syncTC = 1
# integration_done = 0
# mode = Signal Recovery
# osc_amplitude = 5
# osc_freq = 151
# range = 10mV
# range_numeric = 1.000000e-02
# ref_freq_meter = 151000
# ref_harmonic = 1
# ref_input = internal
# ref_mode = Single Reference / Virtual Reference
# ref_phase = 0
# sig_acgain = 0
# sig_acgain_auto = 0
# sig_coupling = AC
# sig_fet = fet
# sig_float = 0
# sig_imode = off
# sig_linefilter = off
# sig_sample_rate = 0
# sig_vmode = A
# timeconstant = 5.000000e-01
# 
# ------------ Device: Magnet -------------
# driver: lakeshore_625.mdd, Interface: VISA-GPIB0-22
# Model: LSCI,MODEL625,6251105,1.0/1.0
# current_B = 1.100000e-04
# current_I = 1.200000e-03
# current_V = -1.200000e-03
# current_remoteV = -1.000000e-04
# is_ramping = 0
# limit_current = 60
# limit_rate = 2.208000e-01
# limit_voltage = 1
# quench_parameter = 1,+2.0000
# rate = 2.208000e-01
# remote = Remote
# setB = 0
# setI = 0
# setV = 1
#
#
#--------------------------------------------------
# B	U	Uh	
# T	V	V	
# Magnet	Lockin_U	Lockin_Uh	
#--------------------------------------------------
0	4.893e-05	1e-07
0.001	4.843e-05	1e-07
0.002	4.971e-05	1e-07
0.003	5.208e-05	4e-07
0.004	5.136e-05	9e-07
0.005	4.952e-05	1.6e-06
0.006	4.994e-05	2.1e-06
0.007	5.068e-05	2.5e-06
0.008	4.973e-05	3.1e-06
0.009	4.916e-05	3.6e-06
0.01	5.139e-05	4.5e-06
0.011	5.225e-05	5.5e-06
0.012	5.118e-05	6.3e-06
0.013	5.089e-05	6.9e-06
0.014	5.001e-05	7.4e-06
0.015	4.973e-05	8e-06
0.016	4.89e-05	8.7e-06
0.017	4.858e-05	9.3e-06
0.018	4.775e-05	9.9e-06
0.019	4.961e-05	1.05e-05
0.02	4.784e-05	1.11e-05
0.021	4.685e-05	1.18e-05
0.022	4.796e-05	1.24e-05
0.023	4.794e-05	1.3e-05
0.024	4.571e-05	1.37e-05
0.025	5.045e-05	1.43e-05
0.026	5.19e-05	1.49e-05
0.027	5.155e-05	1.55e-05
0.028	4.502e-05	1.62e-05
0.029	4.055e-05	1.67e-05
0.03	4.675e-05	1.75e-05
0.031	5.159e-05	1.81e-05
0.032	5.058e-05	1.87e-05
0.033	5.221e-05	1.94e-05
0.034	5.058e-05	2.02e-05
0.035	4.806e-05	2.08e-05
0.036	4.83e-05	2.13e-05
0.037	4.831e-05	2.18e-05
0.038	4.748e-05	2.25e-05
0.039	4.754e-05	2.31e-05
0.04	4.9e-05	2.37e-05
0.041	5.136e-05	2.45e-05
0.042	5.043e-05	2.5e-05
0.043	4.826e-05	2.56e-05
0.044	4.663e-05	2.62e-05
0.045	4.56e-05	2.67e-05
0.046	4.777e-05	2.72e-05
0.047	4.993e-05	2.79e-05
0.048	4.872e-05	2.85e-05
0.049	4.788e-05	2.91e-05
0.05	4.932e-05	2.98e-05
0.051	5.137e-05	3.04e-05
0.052	5.177e-05	3.1e-05
0.053	5e-05	3.17e-05
0.054	4.869e-05	3.23e-05
0.055	4.929e-05	3.29e-05
0.056	5.196e-05	3.37e-05
0.057	5.148e-05	3.43e-05
0.058	4.877e-05	3.49e-05
0.059	4.956e-05	3.56e-05
0.06	5.294e-05	3.64e-05
0.061	5.451e-05	3.71e-05
0.062	5.066e-05	3.77e-05
0.063	4.713e-05	3.83e-05
0.064	4.99e-05	3.9e-05
0.065	5.426e-05	3.96e-05
0.066	5.593e-05	4.03e-05
0.067	5.612e-05	4.09e-05
0.068	5.461e-05	4.16e-05
0.069	5.076e-05	4.22e-05
0.07	4.749e-05	4.28e-05
0.071	4.733e-05	4.35e-05
0.072	5.01e-05	4.41e-05
0.073	5.273e-05	4.48e-05
0.074	5.225e-05	4.55e-05
0.075	4.974e-05	4.62e-05
0.076	4.977e-05	4.67e-05
0.077	5.092e-05	4.74e-05
0.078	4.992e-05	4.81e-05
0.079	4.833e-05	4.87e-05
0.08	4.923e-05	4.95e-05
0.081	5.102e-05	5.01e-05
0.082	5.194e-05	5.08e-05
0.083	5.339e-05	5.14e-05
0.084	5.295e-05	5.2e-05
0.085	4.951e-05	5.25e-05
0.086	4.498e-05	5.31e-05
0.087	4.529e-05	5.37e-05
0.088	5.129e-05	5.45e-05
0.089	5.439e-05	5.52e-05
0.09	5.306e-05	5.59e-05
0.091	5.123e-05	5.65e-05
0.092	5.003e-05	5.71e-05
0.093	5.045e-05	5.78e-05
0.094	5.196e-05	5.85e-05
0.095	5.3e-05	5.93e-05
0.096	5.267e-05	5.99e-05
0.097	5.406e-05	6.05e-05
0.098	5.336e-05	6.1e-05
0.099	4.886e-05	6.17e-05
0.1	4.697e-05	6.24e-05
0.101	4.801e-05	6.31e-05
0.102	4.825e-05	6.37e-05
0.103	4.734e-05	6.44e-05
0.104	4.503e-05	6.51e-05
0.105	4.319e-05	6.58e-05
0.106	4.434e-05	6.64e-05
0.107	4.721e-05	6.71e-05
0.108	4.749e-05	6.77e-05
0.109	4.48e-05	6.83e-05
0.11	4.279e-05	6.91e-05
0.111	4.418e-05	6.97e-05
0.112	4.72e-05	7.04e-05
0.113	4.854e-05	7.11e-05
0.114	4.751e-05	7.18e-05
0.115	4.606e-05	7.25e-05
